,transaction_type_ATM Withdrawal,transaction_type_Online,transaction_type_POS,device_type_Laptop,device_type_Mobile,location_Mumbai,location_New York,location_Sydney,location_Tokyo,merchant_Electronics,merchant_Groceries,merchant_Restaurants,merchant_Travel,auth_method_Biometric,auth_method_OTP,auth_method_PIN,card_type_Amex,card_type_Discover,card_type_Visa
11185,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
11186,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
11187,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
11188,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
11189,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
11190,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
11191,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
11192,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
11193,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
11194,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
11195,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
11196,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
11197,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
11198,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
11199,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
11200,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
11201,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
11202,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
11203,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
11204,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
11205,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
11206,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
11207,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
11208,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
11209,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
11210,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
11211,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
11212,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
11213,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
11214,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
11215,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
11216,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
11217,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
11218,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0
11219,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11220,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
11221,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
11222,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
11223,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
11224,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
11225,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11226,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
11227,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
11228,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
11229,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
11230,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
11231,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
11232,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
11233,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
11234,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
11235,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1
11236,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11237,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
11238,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
11239,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
11240,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
11241,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
11242,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
11243,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11244,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
11245,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
11246,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
11247,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
11248,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
11249,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
11250,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
11251,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11252,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11254,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11255,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11256,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
11257,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
11258,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
11259,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
11260,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11261,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
11262,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
11263,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
11264,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
11265,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
11266,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11267,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
11268,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11269,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
11270,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
11271,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
11272,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
11273,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
11274,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
11275,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
11276,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
11277,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
11278,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
11279,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11280,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
11281,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
11282,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11283,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11284,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
11285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11286,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
11287,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
11288,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
11289,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
11290,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
11291,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
11292,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
11293,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11294,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
11295,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11296,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
11297,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
11298,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
11299,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11300,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
11301,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
11302,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
11303,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0
11304,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
11305,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
11306,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
11307,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
11308,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11309,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
11310,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
11311,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
11312,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
11313,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
11314,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
11315,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
11316,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
11317,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11318,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0
11319,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
11320,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
11321,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11322,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
11323,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
11324,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
11325,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
11326,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
11327,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
11328,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
11329,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
11330,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
11331,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
11332,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11333,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
11334,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
11335,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
11336,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
11337,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
11338,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11339,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
11340,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
11341,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
11342,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
11343,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
11344,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
11345,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
11346,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
11347,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
11348,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
11349,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
11350,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
11351,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
11352,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
11353,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
11354,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
11355,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
11356,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
11357,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
11358,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
11359,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
11360,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11361,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
11362,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
11363,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11364,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
11365,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
11366,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
11367,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
11368,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11369,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
11370,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
11371,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11372,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
11373,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
11374,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
11375,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
11376,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
11377,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0
11378,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
11379,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11380,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
11381,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
11382,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11383,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
11384,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
11385,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
11386,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
11387,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
11388,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11389,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
11390,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
11391,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
11392,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
11393,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
11394,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
11395,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
11396,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
11397,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
11398,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
11399,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
11400,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
11401,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
11402,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11403,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
11404,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
11405,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
11406,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
11407,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11408,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
11409,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
11410,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
11411,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
11412,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
11413,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11414,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
11415,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
11416,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
11417,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
11418,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
11419,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
11420,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
11421,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
11422,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
11423,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
11424,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
11425,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
11426,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
11427,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1
11428,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
11429,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0
11430,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
11431,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
11432,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
11433,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
11434,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11435,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
11436,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
11437,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
11438,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11439,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
11440,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
11441,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
11442,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
11443,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
11444,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
11445,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
11446,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
11447,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
11448,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
11449,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
11450,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
11451,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
11452,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
11453,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
11454,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
11455,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
11456,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0
11457,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
11458,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
11459,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
11460,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
11461,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
11462,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
11463,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
11464,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
11465,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
11466,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
11467,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
11468,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
11469,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
11470,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
11471,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
11472,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
11473,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
11474,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
11475,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
11476,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
11477,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
11478,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11479,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
11480,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
11481,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
11482,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
11483,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
11484,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11485,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
11486,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
11487,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
11488,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
11489,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
11490,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
11491,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
11492,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
11493,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11494,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
11495,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
11496,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
11497,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
11498,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
11499,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
11500,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
11501,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
11502,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
11503,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
11504,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
11505,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
11506,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
11507,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
11508,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
11509,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
11510,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
11511,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
11512,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0
11513,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
11514,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
11515,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
11516,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
11517,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
11518,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
11519,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11520,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
11521,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
