Transaction_Amount,Transaction_Type,Timestamp,Account_Balance,Device_Type,Location,Merchant_Category,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Type,Card_Age,Transaction_Distance,Authentication_Method,Risk_Score,Is_Weekend,Fraud_Label
135.06,ATM Withdrawal,2023-02-13 14:22:00,41323.23,Tablet,London,Electronics,0,0,1,136.05,4,Amex,115,1289.02,PIN,0.3182,1,1
31.23,ATM Withdrawal,2023-07-11 07:23:00,9893.91,Mobile,Tokyo,Restaurants,0,0,3,24.13,3,Mastercard,111,3081.88,Password,0.3149,0,0
80.97,Online,2023-09-25 04:20:00,84093.15,Mobile,Sydney,Electronics,0,0,7,248.78,3,Mastercard,168,4430.64,PIN,0.1999,0,0
108.62,ATM Withdrawal,2023-09-11 05:31:00,86769.4,Laptop,London,Electronics,0,0,9,94.4,2,Amex,111,4812.12,Password,0.4419,1,0
265.37,Bank Transfer,2023-03-30 05:35:00,26156.59,Laptop,Tokyo,Travel,0,0,13,271.44,4,Amex,133,3410.73,OTP,0.3196,0,1
24.59,Online,2023-09-09 18:50:00,45658.47,Mobile,London,Travel,0,1,5,110.56,0,Discover,80,2269.76,PIN,0.6767,0,0
42.78,Bank Transfer,2023-01-07 18:31:00,83355.09,Mobile,London,Electronics,0,0,1,363.61,0,Visa,135,911.65,OTP,0.0691,0,0
60.08,Bank Transfer,2023-03-12 05:28:00,65761.67,Mobile,Mumbai,Groceries,0,0,2,170.76,1,Visa,67,244.25,Biometric,0.2298,0,0
189.69,Online,2023-04-03 09:50:00,96426.07,Mobile,New York,Clothing,0,0,7,195.7,3,Amex,104,1246.7,Biometric,0.0589,1,0
194.72,Bank Transfer,2023-05-12 00:21:00,39114.26,Mobile,Mumbai,Clothing,0,0,6,260.67,2,Mastercard,10,4388.25,PIN,0.8787,1,1
70.46,POS,2023-11-22 02:30:00,61175.24,Laptop,Tokyo,Travel,0,0,12,189.84,4,Discover,183,1395.11,OTP,0.9163,1,1
0.27,Bank Transfer,2023-05-24 10:41:00,83716.98,Mobile,New York,Restaurants,0,0,6,16.09,2,Mastercard,193,2602.7,PIN,0.0559,0,0
331.88,ATM Withdrawal,2023-04-27 20:35:00,89572.14,Laptop,Tokyo,Travel,0,0,4,270.84,3,Amex,233,3632.93,OTP,0.8846,0,1
10.77,POS,2023-09-19 08:58:00,36661.45,Mobile,Tokyo,Travel,0,1,5,460.12,2,Mastercard,89,1549.68,OTP,0.2654,1,0
34.42,Bank Transfer,2023-02-17 05:59:00,45942.44,Mobile,Mumbai,Restaurants,0,1,14,433.72,4,Amex,159,1955.86,Password,0.7435,0,1
39.23,POS,2023-12-27 02:19:00,1543.62,Mobile,Mumbai,Clothing,0,0,11,488.49,0,Discover,43,3830.36,Password,0.8639,0,1
16.59,Bank Transfer,2023-03-02 14:56:00,33257.53,Laptop,Mumbai,Travel,0,0,4,490.49,2,Mastercard,10,417.38,Biometric,0.2001,0,0
108.6,ATM Withdrawal,2023-07-18 18:44:00,38561.09,Laptop,New York,Groceries,0,0,6,269.24,0,Mastercard,115,3882.99,Biometric,0.0887,1,0
12.1,ATM Withdrawal,2023-10-28 19:38:00,61012.38,Tablet,Mumbai,Electronics,0,0,9,242.74,2,Discover,25,4566.24,Password,0.9373,0,1
78.45,Bank Transfer,2023-02-19 06:23:00,29248.37,Laptop,New York,Groceries,0,0,10,26.17,2,Mastercard,42,2637.68,Biometric,0.1631,0,0
68.78,Online,2023-08-04 08:35:00,62815.77,Laptop,New York,Groceries,0,0,5,467.5,3,Discover,70,1119.49,PIN,0.6813,1,0
26.73,ATM Withdrawal,2023-10-18 03:50:00,10641.16,Laptop,Tokyo,Restaurants,0,0,2,114.59,3,Amex,111,2078.19,PIN,0.9565,0,1
88.04,Online,2023-05-18 19:58:00,96902.95,Tablet,Tokyo,Clothing,0,0,8,407.24,1,Visa,212,1581.97,OTP,0.7478,1,0
242.54,POS,2023-02-23 21:40:00,57651.09,Tablet,Mumbai,Travel,1,0,5,166.48,3,Visa,58,1632.91,Biometric,0.546,0,0
111.65,POS,2023-07-16 10:34:00,54431.21,Tablet,London,Clothing,0,0,5,72.21,1,Visa,28,1698.15,Biometric,0.5751,1,0
175.85,Bank Transfer,2023-07-25 00:55:00,76229.74,Laptop,Sydney,Restaurants,0,0,6,190.28,2,Discover,165,3025.97,PIN,0.0694,0,0
50.18,Online,2023-12-06 04:11:00,39924.96,Laptop,Mumbai,Electronics,0,0,13,234.4,3,Discover,237,2050.09,PIN,0.2084,1,0
41.2,Bank Transfer,2023-05-29 10:59:00,22686.42,Tablet,Mumbai,Clothing,0,0,9,404.97,4,Visa,140,1604.53,PIN,0.9424,0,1
104.91,POS,2023-02-25 19:55:00,11292.25,Laptop,London,Electronics,1,1,13,480.13,0,Amex,158,920.09,Password,0.4996,0,0
107.38,POS,2023-07-28 01:15:00,68790.25,Mobile,Sydney,Restaurants,0,0,1,117.06,4,Discover,117,2807.05,Biometric,0.3145,0,1
36.69,Bank Transfer,2023-09-25 07:42:00,77785.55,Mobile,New York,Restaurants,0,0,2,182.0,2,Discover,162,905.03,PIN,0.0112,0,0
113.07,Bank Transfer,2023-02-14 05:56:00,43203.08,Mobile,Mumbai,Travel,0,0,4,206.6,0,Amex,32,2274.56,Password,0.8341,0,0
140.99,POS,2023-05-10 10:48:00,5507.12,Mobile,London,Clothing,0,0,12,352.97,1,Amex,69,1338.8,Password,0.0465,0,0
42.13,Bank Transfer,2023-08-24 10:45:00,96212.28,Laptop,London,Travel,0,0,8,162.1,4,Visa,117,4407.79,OTP,0.9514,0,1
34.68,Online,2023-12-29 18:34:00,8385.2,Mobile,Tokyo,Restaurants,0,0,7,252.77,4,Visa,238,4577.78,PIN,0.7586,0,1
341.95,ATM Withdrawal,2023-05-22 12:52:00,70846.03,Laptop,Mumbai,Groceries,0,0,1,78.69,2,Mastercard,122,1875.55,Biometric,0.7338,0,0
360.67,Online,2023-06-03 08:31:00,52414.34,Laptop,New York,Restaurants,0,0,4,77.83,3,Amex,164,1992.08,OTP,0.6517,0,0
93.6,POS,2023-03-08 07:23:00,963.1,Laptop,Tokyo,Groceries,0,0,10,30.58,4,Discover,45,1210.65,PIN,0.3542,0,1
86.25,Online,2023-03-20 08:03:00,53716.37,Tablet,Tokyo,Travel,1,0,14,221.7,2,Visa,76,4935.09,PIN,0.8211,0,0
72.13,Online,2023-11-08 07:48:00,63667.63,Mobile,Mumbai,Restaurants,0,1,6,465.94,0,Amex,93,3051.45,OTP,0.2706,0,0
4.0,POS,2023-05-11 18:17:00,22049.8,Mobile,Sydney,Clothing,0,0,5,274.4,1,Visa,154,2350.5,Biometric,0.3861,1,0
90.41,ATM Withdrawal,2023-01-29 21:01:00,14590.17,Tablet,Tokyo,Groceries,0,0,9,358.52,3,Discover,112,1563.67,Biometric,0.9932,0,1
43.1,Online,2023-06-21 23:36:00,66958.64,Mobile,Tokyo,Travel,0,0,9,442.02,1,Visa,139,756.91,Password,0.7328,0,0
37.45,Bank Transfer,2023-03-23 10:04:00,78404.97,Tablet,Mumbai,Clothing,0,0,2,353.58,0,Visa,89,1868.39,PIN,0.1765,0,0
85.26,Bank Transfer,2023-04-30 06:20:00,2407.9,Tablet,New York,Electronics,0,0,14,396.86,4,Visa,162,1257.04,PIN,0.54,1,1
1.11,ATM Withdrawal,2023-01-12 11:48:00,23843.71,Mobile,Tokyo,Electronics,0,0,6,466.56,1,Mastercard,196,2183.05,PIN,0.3838,1,0
60.45,ATM Withdrawal,2023-06-25 04:46:00,58852.56,Tablet,London,Travel,0,0,2,135.01,1,Discover,15,4614.0,Biometric,0.5151,0,0
93.67,POS,2023-09-22 21:40:00,50905.46,Tablet,Mumbai,Groceries,0,0,6,141.75,1,Amex,15,3192.62,OTP,0.8169,0,0
37.94,POS,2023-04-27 16:16:00,45529.89,Tablet,New York,Travel,0,0,12,452.72,3,Discover,188,3843.8,PIN,0.0971,1,0
106.73,Bank Transfer,2023-01-17 15:46:00,46498.06,Laptop,Sydney,Clothing,0,0,4,378.42,2,Visa,111,1866.46,Password,0.5611,1,0
20.8,POS,2023-03-11 12:01:00,19323.95,Laptop,Sydney,Electronics,0,1,4,261.34,0,Mastercard,106,360.32,PIN,0.3487,0,0
25.54,POS,2023-02-08 09:01:00,82835.55,Mobile,New York,Groceries,0,0,12,199.01,3,Discover,144,3377.16,Password,0.8424,0,0
66.77,Online,2023-04-06 15:38:00,93170.79,Tablet,Sydney,Groceries,0,0,7,203.73,2,Mastercard,236,2684.37,PIN,0.4098,1,0
66.81,Online,2023-01-15 17:27:00,35792.3,Tablet,Mumbai,Travel,0,0,1,385.39,4,Amex,56,1238.76,PIN,0.2072,0,1
38.05,POS,2023-04-10 18:26:00,50269.75,Tablet,London,Groceries,0,0,6,447.8,0,Mastercard,7,100.06,Biometric,0.0203,1,0
76.45,ATM Withdrawal,2023-07-06 06:19:00,36846.49,Mobile,New York,Clothing,0,0,3,435.59,2,Mastercard,203,1849.57,Biometric,0.3624,0,0
12.45,ATM Withdrawal,2023-04-14 18:27:00,33758.56,Tablet,London,Groceries,0,0,2,308.04,4,Visa,235,4280.97,OTP,0.8069,0,1
149.33,POS,2023-02-23 15:05:00,27720.53,Mobile,Sydney,Groceries,0,0,4,183.85,2,Discover,135,2811.76,Password,0.9153,0,1
68.75,ATM Withdrawal,2023-06-03 04:29:00,43411.79,Mobile,London,Electronics,0,0,13,190.71,3,Amex,149,2290.43,OTP,0.4632,1,0
65.23,ATM Withdrawal,2023-01-01 08:29:00,80923.56,Mobile,New York,Travel,0,0,5,227.63,2,Discover,228,4018.31,Biometric,0.2107,0,0
49.54,Bank Transfer,2023-10-25 07:43:00,2850.87,Laptop,Sydney,Restaurants,0,0,2,170.51,2,Mastercard,50,1185.94,OTP,0.7906,1,0
129.43,POS,2023-05-21 08:59:00,63641.19,Mobile,Sydney,Clothing,0,0,13,182.97,2,Discover,4,1118.02,Password,0.8868,0,1
7.21,ATM Withdrawal,2023-11-09 09:16:00,27610.56,Mobile,Sydney,Clothing,0,0,14,271.37,3,Visa,44,4457.23,OTP,0.5726,0,0
110.29,Online,2023-10-07 21:37:00,91215.84,Laptop,New York,Electronics,1,0,5,161.38,4,Visa,58,77.72,OTP,0.2847,1,1
89.01,POS,2023-03-10 16:17:00,33156.03,Mobile,New York,Clothing,0,0,4,181.87,1,Mastercard,62,1014.16,Password,0.6691,0,0
24.25,POS,2023-01-11 11:16:00,55599.9,Tablet,Mumbai,Groceries,0,1,11,311.34,3,Discover,158,2341.28,Biometric,0.521,0,0
586.87,Bank Transfer,2023-02-23 16:38:00,59299.5,Laptop,New York,Travel,0,0,13,148.59,0,Mastercard,52,3213.53,OTP,0.8192,0,0
165.13,Bank Transfer,2023-06-04 00:39:00,57738.65,Mobile,London,Electronics,0,0,11,128.76,0,Amex,40,4149.74,Biometric,0.524,1,0
24.14,Bank Transfer,2023-03-11 15:51:00,70965.51,Laptop,Mumbai,Clothing,0,1,8,458.45,3,Discover,27,77.81,Password,0.1901,0,0
38.05,ATM Withdrawal,2023-07-17 21:26:00,64288.68,Mobile,London,Groceries,0,0,12,363.8,0,Discover,10,2279.57,OTP,0.1372,0,0
2.96,ATM Withdrawal,2023-03-21 20:45:00,7436.76,Mobile,New York,Groceries,0,0,5,175.24,2,Discover,236,3613.25,Password,0.6752,0,0
68.36,POS,2023-06-22 05:40:00,60090.46,Mobile,London,Groceries,0,0,5,89.96,2,Mastercard,179,3874.74,PIN,0.288,0,0
131.41,Bank Transfer,2023-12-31 11:19:00,75253.18,Laptop,Sydney,Travel,0,0,6,293.19,3,Mastercard,87,1110.49,PIN,0.4135,1,0
5.81,ATM Withdrawal,2023-04-24 04:02:00,40734.75,Laptop,New York,Electronics,0,1,7,111.28,2,Visa,165,1195.23,Password,0.0417,1,0
44.91,ATM Withdrawal,2023-06-29 02:44:00,68566.3,Mobile,Mumbai,Restaurants,0,0,10,156.8,0,Mastercard,149,2029.24,Biometric,0.7804,0,0
83.5,ATM Withdrawal,2023-08-25 04:08:00,67419.68,Mobile,New York,Travel,0,0,5,56.12,4,Mastercard,58,3094.77,Password,0.8596,0,1
27.92,ATM Withdrawal,2023-10-07 21:55:00,76587.67,Mobile,Mumbai,Electronics,0,0,6,478.81,2,Mastercard,225,104.14,PIN,0.9134,0,1
168.96,ATM Withdrawal,2023-10-02 20:02:00,98681.24,Tablet,London,Restaurants,1,0,1,358.4,3,Visa,205,3992.67,Password,0.4341,1,0
2.02,ATM Withdrawal,2023-06-26 13:48:00,25517.73,Laptop,London,Clothing,0,0,13,182.1,4,Amex,94,4128.15,PIN,0.7243,0,1
298.9,POS,2023-08-30 05:30:00,55658.79,Tablet,Sydney,Travel,0,0,14,60.8,1,Mastercard,42,2015.46,OTP,0.9441,0,1
406.85,ATM Withdrawal,2023-09-10 15:36:00,45009.1,Mobile,Sydney,Travel,0,0,4,163.12,3,Visa,89,441.65,OTP,0.4978,0,0
128.87,ATM Withdrawal,2023-02-23 08:25:00,91782.02,Laptop,London,Clothing,0,0,2,415.98,4,Amex,173,2907.55,Password,0.2085,0,1
243.72,POS,2023-03-01 07:00:00,13776.96,Mobile,New York,Electronics,0,0,6,374.12,2,Mastercard,105,1064.09,OTP,0.3031,0,0
104.76,ATM Withdrawal,2023-02-18 19:26:00,14094.37,Tablet,New York,Travel,0,0,1,332.88,0,Amex,168,4003.67,OTP,0.7368,1,0
139.2,Bank Transfer,2023-03-11 10:50:00,79200.99,Tablet,Sydney,Clothing,1,0,13,273.43,4,Discover,139,1323.04,Biometric,0.2717,0,1
470.84,ATM Withdrawal,2023-03-16 11:18:00,8599.59,Mobile,Tokyo,Travel,0,0,12,96.87,4,Discover,61,3425.47,Password,0.2523,0,1
90.43,Online,2023-04-02 02:05:00,1017.33,Mobile,Mumbai,Clothing,0,0,3,52.84,3,Discover,235,4527.13,Biometric,0.2239,0,0
15.93,POS,2023-10-06 17:22:00,53815.76,Laptop,Mumbai,Travel,0,0,3,86.53,3,Visa,89,365.56,Password,0.3936,1,0
60.21,Bank Transfer,2023-02-03 01:06:00,26158.53,Mobile,London,Restaurants,0,0,7,496.03,4,Visa,164,2266.53,PIN,0.837,0,1
18.43,ATM Withdrawal,2023-08-27 04:23:00,45552.27,Mobile,London,Clothing,0,0,11,200.29,2,Discover,101,1480.43,OTP,0.255,0,0
11.65,Online,2023-04-13 21:57:00,38812.65,Mobile,Tokyo,Electronics,0,0,2,451.8,0,Discover,198,4878.33,Biometric,0.9582,1,1
4.39,ATM Withdrawal,2023-03-08 12:14:00,75555.49,Laptop,Tokyo,Restaurants,0,0,1,210.59,3,Amex,206,4791.61,Biometric,0.1062,0,0
85.69,POS,2023-12-02 16:56:00,26750.91,Laptop,Mumbai,Groceries,0,0,7,181.73,4,Visa,226,3581.56,Biometric,0.2117,0,1
200.81,Bank Transfer,2023-05-05 00:49:00,52485.15,Mobile,London,Travel,0,0,9,379.09,2,Visa,50,4648.22,Password,0.6113,0,0
204.63,ATM Withdrawal,2023-08-28 15:38:00,9144.66,Laptop,Mumbai,Restaurants,0,0,1,412.82,4,Discover,129,4566.49,Biometric,0.3176,0,1
40.35,Online,2023-08-29 05:20:00,76975.56,Laptop,London,Groceries,0,0,13,466.66,1,Visa,203,2287.61,Biometric,0.3529,0,0
163.99,Online,2023-09-10 05:51:00,58750.81,Tablet,Mumbai,Electronics,0,0,3,480.77,3,Visa,111,3994.61,PIN,0.0377,0,0
151.83,Online,2023-07-09 09:23:00,25368.91,Tablet,Tokyo,Travel,0,0,8,92.78,2,Discover,94,670.99,PIN,0.1969,1,0
4.01,ATM Withdrawal,2023-08-13 09:02:00,76506.75,Tablet,New York,Clothing,0,0,6,200.74,2,Visa,20,2827.69,Password,0.4464,0,0
118.46,POS,2023-07-01 14:39:00,5235.82,Mobile,New York,Clothing,0,0,13,294.62,4,Amex,7,78.65,Password,0.2883,0,1
107.0,Online,2023-12-22 17:32:00,72256.7,Mobile,Mumbai,Electronics,0,0,2,53.24,4,Amex,170,948.66,Password,0.6757,1,1
39.01,ATM Withdrawal,2023-08-24 03:34:00,17691.02,Laptop,London,Groceries,0,0,12,149.03,4,Amex,117,927.64,OTP,0.8787,0,1
50.86,POS,2023-03-28 06:17:00,46732.41,Mobile,New York,Clothing,0,1,7,46.27,0,Mastercard,203,4981.81,OTP,0.8083,0,0
187.73,POS,2023-05-24 23:30:00,8543.92,Tablet,Mumbai,Groceries,0,0,4,188.01,2,Mastercard,136,917.93,OTP,0.816,1,0
30.09,Online,2023-10-03 12:09:00,24280.65,Mobile,Mumbai,Groceries,0,0,10,375.19,0,Discover,136,1977.92,Password,0.8753,0,1
165.51,Bank Transfer,2023-10-24 15:46:00,68796.42,Tablet,New York,Groceries,0,0,2,99.18,3,Mastercard,29,3652.83,PIN,0.9824,1,1
80.7,Online,2023-04-25 14:45:00,88233.48,Tablet,London,Clothing,0,0,5,321.25,4,Visa,9,4929.09,OTP,0.0872,0,1
43.45,Bank Transfer,2023-04-28 02:26:00,25216.76,Laptop,New York,Restaurants,0,0,7,388.82,1,Visa,164,1213.8,PIN,0.5719,0,0
16.39,POS,2023-12-13 08:26:00,67263.87,Tablet,New York,Groceries,0,0,1,68.54,4,Mastercard,163,1281.03,Biometric,0.4533,1,1
62.27,Online,2023-07-31 13:53:00,65193.77,Tablet,Tokyo,Groceries,0,0,7,69.56,4,Discover,170,2528.61,PIN,0.5291,1,1
69.63,ATM Withdrawal,2023-01-10 15:46:00,48569.02,Tablet,New York,Electronics,0,0,14,275.2,1,Discover,215,782.13,Biometric,0.272,0,0
33.67,POS,2023-02-13 18:17:00,16803.21,Mobile,Tokyo,Clothing,0,1,5,237.04,1,Mastercard,2,2489.74,PIN,0.6078,0,0
65.6,POS,2023-12-25 17:51:00,85390.29,Laptop,London,Electronics,0,0,6,79.42,0,Amex,168,1970.91,OTP,0.7505,1,0
45.29,Online,2023-01-11 18:46:00,68125.05,Mobile,New York,Clothing,0,0,9,393.58,2,Discover,41,1896.76,OTP,0.089,1,0
224.17,POS,2023-02-09 19:45:00,72237.08,Laptop,London,Groceries,1,0,13,179.94,1,Mastercard,129,1972.56,Biometric,0.1606,0,0
351.41,POS,2023-03-31 07:57:00,62478.29,Tablet,London,Electronics,0,0,12,156.8,1,Visa,136,2109.72,Biometric,0.6431,0,0
38.47,Online,2023-06-03 18:53:00,39697.89,Tablet,Tokyo,Travel,0,1,10,168.0,1,Mastercard,14,2247.27,PIN,0.5528,0,0
44.22,ATM Withdrawal,2023-11-28 13:06:00,85422.82,Tablet,Mumbai,Restaurants,0,0,4,197.76,0,Discover,86,4121.7,Biometric,0.6146,0,0
105.08,ATM Withdrawal,2023-11-07 00:31:00,22143.28,Laptop,New York,Electronics,0,0,13,205.62,2,Mastercard,13,1368.54,Biometric,0.1118,0,0
28.04,POS,2023-10-26 07:50:00,63549.1,Tablet,Sydney,Restaurants,0,0,8,137.82,0,Mastercard,86,581.63,PIN,0.5637,0,0
58.39,POS,2023-01-18 13:58:00,16524.13,Tablet,Sydney,Electronics,0,0,10,416.33,4,Discover,38,391.14,Password,0.5458,0,1
62.56,POS,2023-09-25 01:25:00,62473.72,Mobile,Tokyo,Groceries,0,0,2,55.84,0,Visa,65,3672.76,PIN,0.6074,0,0
31.08,Online,2023-03-10 19:05:00,63686.35,Mobile,Sydney,Clothing,0,0,14,399.2,4,Amex,62,2887.28,PIN,0.7619,0,1
205.95,POS,2023-12-12 14:47:00,96418.23,Mobile,Tokyo,Travel,0,0,11,143.94,0,Discover,217,935.77,OTP,0.5994,1,0
25.82,POS,2023-04-27 19:04:00,6852.46,Tablet,New York,Clothing,0,0,2,127.35,1,Visa,213,4350.8,Biometric,0.0148,1,0
7.5,ATM Withdrawal,2023-04-19 23:45:00,45419.21,Mobile,Mumbai,Travel,0,0,13,479.48,2,Mastercard,14,3601.78,PIN,0.1662,1,0
34.31,Online,2023-01-28 05:37:00,56811.07,Laptop,Tokyo,Travel,0,0,6,466.21,1,Visa,50,2729.29,Biometric,0.2976,1,0
206.46,Online,2023-07-05 18:11:00,77990.66,Tablet,London,Groceries,0,0,6,321.56,4,Amex,139,2882.78,PIN,0.7475,0,1
21.04,Online,2023-02-09 03:47:00,69625.13,Tablet,Tokyo,Travel,0,0,7,25.24,1,Visa,99,2533.5,Biometric,0.1427,0,0
33.78,POS,2023-06-03 08:24:00,27945.73,Laptop,New York,Electronics,0,0,14,13.14,0,Mastercard,156,2097.37,Password,0.2125,0,0
97.3,POS,2023-06-22 00:59:00,63849.63,Laptop,Mumbai,Electronics,0,1,6,64.36,2,Mastercard,63,3708.75,OTP,0.6949,0,0
67.5,Bank Transfer,2023-07-27 18:24:00,73198.01,Tablet,Mumbai,Electronics,0,1,9,37.47,2,Mastercard,175,3179.23,Password,0.9068,0,1
44.35,Online,2023-01-11 10:52:00,54896.26,Tablet,Tokyo,Travel,0,0,3,406.17,3,Visa,115,3786.01,PIN,0.4972,0,0
97.7,POS,2023-06-06 10:16:00,3556.69,Mobile,Sydney,Restaurants,0,0,2,143.03,0,Amex,71,367.32,OTP,0.6408,0,0
407.07,ATM Withdrawal,2023-06-06 01:14:00,65522.92,Tablet,New York,Electronics,0,0,12,286.38,2,Visa,16,4331.49,Biometric,0.9774,0,1
133.86,POS,2023-08-19 12:52:00,96181.9,Mobile,Sydney,Groceries,0,1,3,237.31,3,Amex,158,3103.64,OTP,0.2874,0,0
269.67,ATM Withdrawal,2023-02-23 10:51:00,28708.85,Mobile,London,Clothing,0,0,13,63.17,4,Amex,49,1766.94,OTP,0.1243,1,1
9.08,Online,2023-11-18 12:49:00,87494.53,Tablet,Sydney,Restaurants,0,0,11,127.42,1,Mastercard,55,1743.67,PIN,0.2227,0,0
25.64,POS,2023-03-15 13:35:00,23231.04,Laptop,New York,Groceries,0,0,9,122.34,1,Mastercard,179,3000.56,PIN,0.8842,1,1
107.95,Bank Transfer,2023-12-24 04:07:00,94905.47,Mobile,Mumbai,Clothing,0,0,8,113.08,4,Visa,189,1956.25,Biometric,0.0283,1,1
57.26,POS,2023-11-21 20:21:00,84258.59,Mobile,Tokyo,Travel,0,0,11,480.98,3,Visa,14,124.18,OTP,0.9567,0,1
12.02,POS,2023-02-16 06:56:00,94501.34,Mobile,New York,Electronics,0,0,5,61.02,3,Amex,190,104.42,Biometric,0.1797,0,0
481.03,Bank Transfer,2023-10-22 16:21:00,10870.37,Mobile,Mumbai,Groceries,0,0,10,84.91,0,Visa,65,1085.39,Biometric,0.4915,0,0
65.2,POS,2023-03-23 08:15:00,88554.34,Mobile,New York,Restaurants,0,0,11,230.27,2,Visa,18,1506.49,Biometric,0.0815,0,0
98.34,POS,2023-06-07 04:06:00,99704.01,Laptop,Mumbai,Restaurants,0,0,14,429.77,0,Amex,78,2896.06,Biometric,0.7377,0,0
145.35,ATM Withdrawal,2023-12-10 07:27:00,25820.33,Tablet,Sydney,Restaurants,0,0,3,337.26,3,Mastercard,1,1355.42,PIN,0.068,0,0
13.3,Online,2023-12-27 01:56:00,12269.49,Laptop,Mumbai,Travel,0,0,11,142.3,3,Discover,103,3751.26,Biometric,0.3199,0,0
156.2,Online,2023-09-05 02:12:00,74604.05,Laptop,Sydney,Restaurants,0,0,11,45.98,1,Mastercard,99,2627.0,Biometric,0.5568,0,0
36.17,ATM Withdrawal,2023-12-27 12:35:00,20731.3,Laptop,New York,Restaurants,0,0,14,335.47,2,Amex,195,2180.68,Password,0.0052,0,0
104.98,POS,2023-08-16 22:19:00,1155.28,Tablet,London,Groceries,0,0,5,239.63,4,Mastercard,140,4970.75,Password,0.771,1,1
24.64,Online,2023-07-05 23:40:00,10821.68,Laptop,Tokyo,Restaurants,0,0,1,486.82,3,Mastercard,135,2950.1,PIN,0.151,0,0
112.14,Bank Transfer,2023-05-14 04:18:00,60318.22,Tablet,London,Electronics,0,0,1,35.66,3,Visa,76,1779.82,Password,0.9034,1,1
18.89,Online,2023-08-25 16:21:00,89446.72,Mobile,Sydney,Travel,0,0,5,70.84,4,Discover,129,4489.03,Biometric,0.7805,0,1
196.18,Bank Transfer,2023-10-22 16:18:00,34172.85,Tablet,London,Travel,0,0,11,226.99,1,Discover,77,1882.3,Password,0.8392,0,0
65.52,ATM Withdrawal,2023-07-07 09:22:00,11127.22,Tablet,New York,Clothing,0,0,9,487.92,0,Mastercard,10,1288.31,PIN,0.0233,0,0
109.99,POS,2023-01-28 13:34:00,51220.11,Tablet,Tokyo,Restaurants,0,0,13,54.51,4,Visa,200,1616.83,Biometric,0.0429,0,1
85.59,POS,2023-06-03 14:51:00,94736.55,Laptop,Mumbai,Clothing,0,0,5,370.94,0,Mastercard,52,4912.41,OTP,0.6283,0,0
86.11,ATM Withdrawal,2023-02-25 23:31:00,61488.54,Laptop,Mumbai,Groceries,0,0,1,28.39,3,Mastercard,204,2551.05,OTP,0.2791,0,0
31.76,POS,2023-05-02 14:50:00,85881.92,Mobile,Mumbai,Restaurants,0,0,3,102.61,0,Discover,196,699.88,OTP,0.1053,1,0
264.86,ATM Withdrawal,2023-04-30 22:08:00,92888.0,Tablet,New York,Travel,0,0,13,498.3,4,Visa,3,1803.15,OTP,0.9574,0,1
64.51,POS,2023-02-09 15:39:00,14700.4,Mobile,Mumbai,Groceries,0,1,9,350.75,2,Visa,131,2702.97,OTP,0.4358,0,0
41.83,POS,2023-07-10 00:39:00,85119.05,Laptop,New York,Clothing,0,0,6,487.04,1,Mastercard,160,818.8,PIN,0.9677,0,1
58.26,POS,2023-05-12 02:47:00,4347.25,Tablet,Tokyo,Clothing,0,0,8,417.92,0,Mastercard,222,3520.39,OTP,0.5672,0,0
40.35,ATM Withdrawal,2023-05-02 09:25:00,15470.4,Tablet,New York,Travel,0,0,11,119.52,2,Discover,196,2327.33,PIN,0.6359,0,0
57.01,Online,2023-02-10 22:26:00,30374.97,Laptop,Tokyo,Electronics,0,0,3,458.1,1,Visa,19,4515.51,PIN,0.7847,1,0
115.9,Bank Transfer,2023-01-23 08:01:00,85123.48,Mobile,London,Restaurants,0,0,4,372.64,2,Visa,135,1896.89,Password,0.6916,0,0
99.67,Bank Transfer,2023-07-16 12:36:00,83259.49,Tablet,Mumbai,Groceries,0,0,14,254.24,2,Visa,14,2012.84,PIN,0.0353,0,0
130.3,Online,2023-08-04 21:53:00,81095.34,Mobile,Tokyo,Restaurants,0,0,7,454.31,0,Amex,158,758.91,OTP,0.0879,0,0
98.62,POS,2023-08-31 20:09:00,89660.62,Laptop,London,Electronics,0,0,13,406.64,3,Discover,97,4481.45,Password,0.1028,0,0
43.23,ATM Withdrawal,2023-04-23 11:20:00,10402.33,Laptop,London,Groceries,0,0,5,151.01,1,Amex,184,3574.19,Biometric,0.2462,1,0
96.15,POS,2023-10-11 12:52:00,59725.01,Tablet,Sydney,Restaurants,0,0,4,426.42,1,Amex,89,409.14,Biometric,0.4019,0,0
87.38,Online,2023-03-14 13:33:00,52384.68,Mobile,Mumbai,Travel,0,0,14,265.52,3,Visa,135,397.42,Biometric,0.3222,0,0
175.09,POS,2023-06-23 12:59:00,92238.31,Mobile,Sydney,Clothing,0,0,5,319.13,3,Amex,189,4563.67,Password,0.4643,0,0
89.56,Online,2023-10-22 16:26:00,46093.82,Tablet,New York,Groceries,0,0,7,213.38,2,Mastercard,112,1434.91,Biometric,0.5836,0,0
43.38,Online,2023-10-06 22:26:00,14076.56,Mobile,London,Restaurants,0,0,7,450.79,2,Amex,72,3243.22,Biometric,0.986,0,1
44.23,ATM Withdrawal,2023-09-21 15:49:00,47498.15,Laptop,Tokyo,Electronics,0,0,14,454.36,1,Visa,121,4331.35,PIN,0.7967,1,0
