Transaction_Amount,Account_Balance,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Age,Transaction_Distance,Risk_Score,Is_Weekend,Fraud_Label,Timestamp_month,Timestamp_day,Timestamp_hour
15.13,35956.46,0,0,8,106.51,1,163,1724.79,0.1424,1,0,10,30,17
37.77,19535.44,0,0,6,282.54,0,59,4603.78,0.2116,0,0,1,11,7
8.4,95978.46,0,1,5,194.89,4,226,2504.23,0.3109,0,1,12,9,14
0.66,46384.31,0,0,9,42.68,2,169,794.43,0.2822,0,0,3,7,2
89.75,92824.58,0,0,4,392.22,4,153,3275.75,0.0464,0,1,3,27,22
11.87,7159.61,0,1,2,457.5,2,83,1742.65,0.7834,0,0,12,31,3
53.46,9618.51,0,0,12,95.3,2,144,4018.99,0.395,0,0,10,17,17
152.14,31095.58,0,0,4,367.68,3,55,4024.18,0.653,0,0,8,27,8
82.98,59051.75,0,0,7,315.41,0,191,4586.82,0.7709,0,0,12,20,13
18.33,48213.3,0,0,2,268.31,1,178,744.99,0.9926,0,1,7,16,12
15.28,93910.27,1,0,12,67.34,4,237,3003.87,0.4547,0,1,7,27,1
75.46,40687.66,0,0,14,291.75,3,49,967.59,0.1392,0,0,11,5,15
4.53,40016.92,0,0,12,273.66,2,158,651.47,0.9015,0,1,12,16,9
95.67,8875.95,0,0,7,160.69,3,194,1178.83,0.4601,0,0,2,12,7
98.27,74306.62,0,0,13,265.55,0,204,2963.88,0.0013,0,0,12,30,12
15.21,99314.1,0,1,12,269.69,1,87,4754.55,0.0292,1,0,2,27,18
0.21,89416.04,0,0,10,157.34,4,87,3937.03,0.3759,0,1,5,15,20
3.32,76468.09,0,0,5,210.38,1,99,4690.09,0.7506,0,0,12,30,22
263.14,31368.26,0,0,8,112.51,3,120,2018.1,0.7365,0,0,8,8,13
12.91,34678.79,0,0,12,12.18,1,90,2002.05,0.5725,0,0,8,1,3
190.81,48386.43,0,0,6,306.73,1,176,3557.61,0.157,0,0,9,4,9
226.74,77938.0,1,0,1,72.07,1,190,2332.16,0.9318,0,1,6,3,12
102.42,37450.37,0,0,3,425.33,0,19,3651.24,0.7336,0,0,11,29,17
14.31,87117.17,0,0,11,263.91,3,238,412.55,0.816,0,0,4,11,12
75.02,47477.41,0,0,6,497.68,3,48,3102.66,0.469,0,0,4,12,22
45.92,48985.73,0,0,5,162.52,0,138,2342.63,0.4401,0,0,10,4,15
34.49,62407.05,0,0,14,176.49,1,38,3754.82,0.9324,1,1,11,4,4
43.53,81614.29,0,0,9,10.78,1,27,1390.8,0.8744,0,1,11,30,4
121.98,68444.45,0,0,11,21.23,0,133,1374.94,0.8457,0,0,7,31,19
129.61,8490.78,0,0,1,74.5,3,188,4972.46,0.9373,0,1,5,8,5
113.8,23089.32,0,0,3,318.15,3,164,1989.21,0.7607,0,0,7,19,0
1.04,86075.98,0,1,14,112.84,0,111,1390.48,0.1223,1,0,7,20,3
151.34,30727.35,0,0,6,211.32,0,66,104.66,0.686,0,0,9,9,11
166.06,49251.39,0,0,4,268.86,0,214,753.21,0.0107,0,0,11,18,19
1.95,42088.28,0,0,1,117.2,0,36,2873.97,0.169,1,0,7,23,5
50.33,19293.29,0,0,7,88.77,1,202,4942.89,0.6276,1,0,2,22,6
8.11,91729.55,1,0,14,417.29,2,147,4798.92,0.0078,0,0,11,20,21
39.68,82078.97,0,0,2,308.98,4,9,1036.57,0.4623,0,1,9,22,0
9.22,46101.73,0,0,6,57.79,0,56,4408.87,0.0465,0,0,4,15,9
308.71,26959.99,0,0,12,367.35,4,173,4428.82,0.5551,1,1,2,15,4
5.54,99377.1,0,0,3,360.89,2,12,1536.33,0.0609,1,0,7,22,21
252.61,98708.94,0,0,4,242.82,2,6,4352.85,0.392,0,0,5,18,23
118.83,33601.66,0,0,5,414.92,3,137,3132.03,0.4647,0,0,1,2,9
142.48,50217.54,0,0,14,157.88,1,90,3437.49,0.5302,0,0,7,30,9
9.76,78523.67,0,0,7,80.65,1,35,1371.49,0.117,0,0,4,10,6
75.93,6355.46,0,0,10,370.74,1,145,4069.1,0.6384,0,0,8,2,4
35.27,47561.98,0,0,6,120.24,2,5,902.45,0.5402,0,0,10,3,19
56.21,9838.66,0,0,12,459.18,1,134,1500.57,0.0365,1,0,10,15,0
37.1,89511.14,0,0,1,130.36,0,166,1267.43,0.2662,0,0,10,21,17
124.07,46443.17,0,0,11,201.89,0,99,4320.91,0.5592,0,0,10,20,2
79.92,16418.08,0,1,1,392.61,3,125,4098.49,0.3845,0,0,7,27,19
340.86,68467.1,0,0,4,416.66,0,8,2485.78,0.2067,0,0,9,11,10
335.56,47913.72,0,0,8,15.77,4,109,4824.7,0.0237,1,1,11,1,1
107.0,55516.33,1,0,5,348.41,3,178,3026.33,0.5239,1,0,10,12,0
18.81,16243.1,0,0,1,258.71,3,52,4521.72,0.335,1,0,5,21,3
33.57,53199.27,0,0,14,114.72,1,11,3013.64,0.3933,0,0,6,17,20
374.24,39150.03,0,0,2,301.67,4,96,2680.38,0.0405,1,1,2,1,5
33.06,23695.1,0,0,4,223.38,0,158,4148.26,0.8622,0,1,7,27,7
74.97,74727.36,0,0,10,353.81,3,118,4287.78,0.1662,0,0,8,18,18
155.47,18547.52,0,1,2,19.96,0,167,735.47,0.8005,1,0,9,13,21
355.2,98767.36,0,0,10,98.73,1,224,3086.1,0.3145,0,0,6,26,21
61.82,96470.87,0,0,3,294.09,1,114,1570.43,0.5822,0,0,12,9,1
22.0,9075.17,0,0,11,329.25,4,156,1207.0,0.0434,1,1,7,31,1
55.67,4948.39,0,0,10,207.78,1,47,476.01,0.7481,1,0,11,16,21
416.43,51136.83,0,0,3,275.68,0,130,1448.11,0.6275,1,0,3,21,5
236.29,84805.09,0,0,4,92.36,1,35,2365.25,0.6939,1,0,4,18,0
206.52,98211.07,0,0,4,27.26,0,138,409.44,0.6066,1,0,11,20,0
245.65,55512.96,0,0,7,220.69,3,109,905.82,0.6337,0,0,8,15,23
55.54,21491.45,0,0,5,216.46,3,170,146.72,0.4019,1,0,12,25,22
19.66,99342.57,0,0,8,78.84,4,237,3924.41,0.4845,0,1,12,22,9
59.72,35762.37,0,0,11,75.85,2,154,1864.27,0.9645,0,1,4,17,22
21.2,53715.36,0,0,6,278.69,1,61,1763.01,0.4726,0,0,8,23,9
89.62,67028.21,0,0,1,185.64,3,51,3963.96,0.0689,0,0,5,11,16
90.6,16379.96,0,0,9,456.53,1,41,485.22,0.7013,0,0,8,26,20
227.43,14752.71,0,0,8,88.96,2,56,1014.38,0.8254,0,0,3,30,20
14.94,22683.07,0,0,9,65.1,2,105,3758.56,0.9766,0,1,4,3,10
35.75,22391.96,0,0,13,442.29,0,202,2420.79,0.5019,0,0,12,19,13
139.67,68661.67,0,0,12,146.68,4,119,4441.01,0.7752,0,1,9,2,8
65.8,5240.88,0,0,6,495.43,2,23,4568.36,0.6188,0,0,12,23,21
150.11,55907.97,0,0,7,373.16,2,38,1681.53,0.2659,0,0,8,4,2
41.25,71312.5,1,0,9,128.42,3,119,297.09,0.912,0,1,2,25,3
379.56,76531.71,0,0,11,61.78,2,175,3703.03,0.8386,0,0,5,12,20
288.27,41549.17,0,0,6,196.28,0,144,1456.56,0.9946,1,1,2,4,6
116.37,62332.27,0,0,8,384.31,4,238,1782.62,0.973,0,1,6,29,9
30.88,10582.45,0,0,12,191.01,3,6,4963.57,0.6187,0,0,3,28,15
490.53,72163.96,0,0,1,56.23,0,23,3964.27,0.9639,0,1,10,18,22
6.95,84062.01,0,0,3,364.41,0,126,1174.95,0.3548,1,0,5,29,0
63.57,57084.33,0,0,11,468.82,1,196,2775.6,0.8859,0,1,6,21,20
97.96,13315.66,0,0,1,212.34,0,64,4115.21,0.5775,0,0,11,22,19
0.05,57895.21,0,0,1,377.42,0,158,442.28,0.6225,0,0,4,29,15
9.94,77323.43,0,0,13,67.04,4,82,1239.51,0.4382,0,1,6,6,7
235.36,59438.15,0,0,9,143.98,3,12,3378.21,0.1928,0,0,2,18,8
18.88,54588.65,0,0,6,191.15,1,73,1794.04,0.124,1,0,6,10,9
68.22,45935.27,0,0,6,363.0,2,27,2080.39,0.6289,0,0,3,6,5
189.17,18356.0,0,0,3,152.21,0,156,4749.53,0.7084,1,0,12,9,5
56.7,87975.08,0,0,3,489.69,4,11,2849.09,0.2651,1,1,7,13,17
128.28,64674.15,0,0,9,487.57,4,94,2853.04,0.9595,0,1,11,6,10
71.4,80011.13,0,0,8,115.87,1,205,2696.43,0.9107,0,1,1,21,12
18.55,62530.48,0,1,13,489.44,1,145,2415.36,0.8681,0,1,10,5,23
28.45,44772.91,0,0,7,494.31,4,189,3561.56,0.6013,1,1,5,1,9
7.33,97043.42,0,0,12,159.48,4,186,4459.36,0.9748,1,1,1,2,23
48.99,79019.68,0,0,7,46.81,1,210,2941.71,0.8623,0,1,1,8,9
340.31,87329.77,0,0,8,232.31,4,5,4673.66,0.0438,1,1,5,25,19
40.45,46477.55,1,0,10,259.1,1,56,4674.29,0.2106,0,0,11,3,20
33.95,8728.97,0,0,7,476.67,3,197,4104.09,0.9594,1,1,4,12,22
130.42,13616.61,0,0,1,67.34,0,57,3359.63,0.8422,1,0,12,4,0
127.2,86658.91,0,0,4,474.53,3,203,2173.0,0.6143,0,0,11,6,22
7.83,70845.97,0,0,8,336.67,1,53,2406.63,0.4212,0,0,11,3,1
140.02,22779.04,0,0,10,55.48,2,126,2707.94,0.8105,1,0,6,19,18
5.21,25325.71,0,0,2,60.17,3,230,2640.17,0.3144,1,0,12,2,12
15.06,36789.02,0,0,10,327.4,3,89,1999.85,0.9187,0,1,12,18,2
101.89,95136.17,0,0,12,97.43,1,139,3359.98,0.1022,1,0,10,2,15
138.15,58339.16,0,0,12,195.83,2,206,2752.81,0.813,0,0,1,25,22
65.16,26483.9,0,0,5,323.65,0,189,2557.88,0.6594,0,0,1,26,18
36.42,3557.05,0,0,6,143.17,1,85,2231.34,0.7385,1,0,1,10,14
6.54,42499.29,0,0,5,88.36,3,45,2516.68,0.5879,0,0,6,4,22
46.56,89902.51,0,0,2,361.99,4,7,2380.92,0.7617,0,1,8,4,10
297.21,36494.04,0,1,4,141.96,3,184,4873.92,0.9045,0,1,8,1,1
88.75,9676.13,0,0,2,411.26,4,208,1736.88,0.7839,0,1,9,23,7
21.77,56083.62,0,1,13,417.89,2,70,1808.87,0.0029,0,0,9,28,15
445.61,54166.62,0,0,12,182.61,4,103,1268.95,0.9113,0,1,12,23,11
42.75,43360.89,0,0,2,332.12,2,33,4621.17,0.1827,0,0,4,15,2
59.47,26169.53,0,1,8,431.15,0,212,402.27,0.9853,0,1,7,7,7
30.48,21345.93,0,0,4,292.6,0,113,1929.96,0.3093,1,0,8,12,12
50.4,68859.21,0,0,13,262.68,0,13,1806.74,0.3485,1,0,12,17,20
48.43,11690.2,0,0,5,25.91,2,130,1258.51,0.796,0,0,11,7,0
3.65,28118.38,0,0,1,199.62,2,139,1098.48,0.8887,0,1,3,10,13
129.7,39362.61,0,0,8,408.17,4,211,3354.78,0.7471,1,1,8,3,4
26.4,97560.14,0,0,2,44.4,4,204,3020.23,0.8343,0,1,6,8,2
132.95,58229.94,0,0,1,491.53,3,199,1393.73,0.3544,0,0,7,24,4
67.33,90946.32,0,0,2,231.31,0,25,4678.71,0.7502,0,0,6,5,11
79.19,23376.55,0,0,3,126.53,1,140,4356.87,0.5976,1,0,7,15,22
44.65,25548.01,0,0,1,444.79,0,135,4117.45,0.7457,0,0,11,13,17
6.0,71138.33,0,0,6,289.79,3,157,1445.48,0.4396,0,0,9,17,6
36.19,7826.2,0,0,14,85.38,3,162,3860.14,0.8896,0,1,8,10,20
38.3,67125.62,0,0,12,481.4,2,163,3790.83,0.3355,0,0,10,26,3
4.7,26854.43,0,0,3,91.91,4,17,117.09,0.094,1,1,4,6,19
107.33,32642.15,0,1,13,189.4,1,148,4545.36,0.7549,0,0,8,12,2
29.98,14653.06,0,0,10,397.37,2,158,20.26,0.3911,0,0,12,4,2
60.63,31054.89,0,0,5,152.76,2,116,2095.73,0.8999,0,1,7,10,16
141.34,45880.62,1,0,13,196.36,4,207,1285.65,0.2603,0,1,11,27,14
119.43,14384.9,0,0,14,349.71,1,201,2679.34,0.878,0,1,6,21,2
257.55,19552.13,0,0,8,27.63,1,37,4657.24,0.6018,0,0,10,3,1
101.1,56324.03,0,0,11,299.36,4,65,1614.18,0.1533,0,1,9,3,20
446.49,11167.25,0,0,2,426.18,1,14,1473.02,0.9264,0,1,6,30,10
217.94,63530.4,0,0,4,323.05,4,174,2627.05,0.2068,1,1,9,3,15
71.22,97209.2,0,0,10,272.67,4,71,174.15,0.8765,0,1,11,24,21
98.64,35410.07,0,0,10,264.63,1,131,3531.96,0.0774,0,0,7,11,11
19.13,25746.25,0,0,4,307.75,4,107,2808.53,0.6592,0,1,7,24,21
22.42,79601.09,0,0,9,431.54,3,30,1599.21,0.6083,0,0,7,13,10
10.33,26106.88,0,1,11,398.42,2,179,4334.05,0.0974,1,0,9,30,10
162.69,84282.7,0,0,5,175.85,0,209,554.66,0.7877,0,0,2,19,2
46.39,37715.96,0,0,5,32.61,4,216,4216.76,0.2234,1,1,12,13,18
25.4,72785.68,0,0,8,494.79,4,116,763.33,0.2582,0,1,12,6,8
8.13,25546.98,0,0,4,463.86,0,152,2742.38,0.4098,1,0,6,10,18
137.1,68277.34,0,0,10,353.27,2,170,2525.04,0.755,1,0,9,25,21
152.5,92182.07,1,0,9,336.16,2,170,845.76,0.2253,1,0,4,30,12
4.09,12070.38,0,0,13,386.71,1,116,4071.62,0.7666,0,0,4,15,13
96.9,80776.24,0,1,2,331.36,3,101,1399.99,0.525,1,0,9,1,9
117.13,48575.46,0,0,12,374.42,3,137,3106.35,0.5153,1,0,4,2,14
225.45,46758.59,0,0,3,193.86,3,10,3644.2,0.7244,0,0,3,28,3
236.08,20215.71,0,0,12,387.35,4,223,1193.09,0.5455,0,1,9,3,6
109.08,49208.39,0,0,2,228.39,0,93,1587.41,0.6672,0,0,1,27,16
1.07,8020.77,0,0,5,118.15,2,140,1133.18,0.9321,0,1,5,16,22
308.71,41840.28,0,0,6,368.88,1,67,4488.11,0.2032,0,0,2,19,9
106.22,88528.39,1,1,5,393.89,1,68,1594.27,0.4046,0,0,11,27,7
49.89,97195.07,0,0,4,89.81,0,35,3966.41,0.1202,0,0,8,22,3
256.53,57674.51,0,0,8,442.0,4,216,4902.67,0.0854,0,1,1,15,1
0.97,12020.82,0,0,5,108.57,1,50,93.57,0.9727,0,1,3,4,17
44.99,91385.22,0,1,3,412.27,3,100,2640.43,0.364,0,0,9,14,7
431.02,57262.79,0,1,9,89.06,2,18,736.05,0.8194,0,0,8,15,14
101.67,36088.31,0,0,3,419.3,4,107,947.17,0.0147,0,1,4,24,18
116.26,97952.83,0,1,8,366.54,0,16,2299.71,0.5035,0,0,4,8,21
26.62,93909.42,0,1,8,405.16,4,138,3331.17,0.2751,1,1,5,16,23
111.6,10125.6,0,0,10,317.97,4,232,526.97,0.7695,0,1,5,20,1
224.55,69330.36,0,0,4,406.63,4,4,27.57,0.8261,0,1,7,31,19
168.53,85704.63,0,0,13,22.67,2,8,2632.82,0.5735,0,0,12,18,10
129.6,90758.32,0,1,13,417.1,4,180,4765.89,0.7802,0,1,2,13,4
19.42,93625.94,0,0,5,377.59,2,184,3231.9,0.8487,1,0,7,7,20
310.87,75147.76,0,0,9,358.11,2,36,4473.34,0.3306,1,0,9,16,21
6.99,92848.47,0,0,2,139.7,0,206,1407.16,0.9671,0,1,1,8,15
118.5,49647.04,0,0,5,457.13,0,29,3827.44,0.3522,0,0,2,20,14
79.66,44989.94,0,0,5,106.83,0,235,2962.68,0.994,0,1,2,7,23
27.44,83834.69,0,1,6,73.49,4,8,3762.13,0.5496,1,1,7,18,17
169.31,66656.51,0,0,3,160.9,2,6,2793.41,0.6626,1,0,4,5,11
125.57,53636.68,0,0,5,374.38,2,19,1636.41,0.6679,1,0,6,15,1
105.28,25090.45,0,0,6,213.36,3,56,720.65,0.9508,0,1,4,15,15
178.89,59135.45,0,0,12,300.78,1,1,4197.01,0.445,0,0,6,15,14
255.05,83163.72,0,0,11,304.97,1,70,935.24,0.5518,1,0,9,1,6
226.87,1514.17,0,0,12,131.63,4,202,2591.01,0.5466,0,1,11,27,9
19.84,65581.95,0,0,3,146.9,0,231,4182.66,0.4441,0,0,10,9,11
212.6,74201.12,0,1,12,64.87,3,206,2820.24,0.7024,0,0,3,26,13
74.27,78307.18,0,0,7,180.44,0,108,2873.79,0.7873,1,0,3,20,13
105.03,94920.06,0,0,3,435.86,4,71,1650.79,0.5768,0,1,5,25,7
285.79,26648.42,0,0,3,494.7,1,118,3569.62,0.2647,1,0,6,12,20
420.68,44483.62,0,0,10,419.51,3,57,423.55,0.3699,0,0,8,4,5
253.62,34603.5,0,0,8,276.85,2,6,4698.45,0.7789,1,0,8,12,3
9.34,30016.2,0,0,13,416.34,4,197,1212.74,0.0431,0,1,2,4,23
73.02,89521.66,0,0,10,205.84,4,40,3471.3,0.913,0,1,3,2,15
1.92,14692.21,0,0,11,112.68,2,42,4654.67,0.9647,0,1,6,6,20
201.7,67343.66,0,0,2,412.46,0,95,1268.83,0.2435,0,0,5,12,18
11.35,31241.33,0,0,12,220.35,2,3,2363.29,0.9721,0,1,11,26,12
25.12,67712.0,0,0,10,350.4,2,91,3843.45,0.5878,0,0,1,10,12
2.2,36273.91,0,0,8,177.05,0,144,521.06,0.028,0,0,7,22,17
19.67,32680.24,0,0,4,338.42,3,15,2261.78,0.4141,0,0,6,27,16
65.32,25495.35,0,0,7,383.11,3,126,1572.01,0.9393,1,1,1,27,16
18.65,21788.85,0,0,6,236.77,3,159,2165.72,0.6322,0,0,1,21,3
10.25,28614.92,0,0,10,401.32,0,17,1486.23,0.4203,0,0,8,24,21
99.45,83607.36,0,0,2,423.95,0,81,4829.19,0.263,1,0,2,22,6
138.92,75217.13,0,0,7,45.56,2,229,960.62,0.4684,0,0,1,17,9
2.89,76048.49,0,0,9,214.25,2,233,1221.02,0.8251,1,0,7,19,9
44.76,99347.0,0,0,12,38.04,3,36,3985.9,0.9749,0,1,8,24,13
25.27,8117.29,0,0,5,79.58,3,75,1016.47,0.4994,0,0,11,23,20
171.51,78598.51,0,0,3,11.36,4,156,889.91,0.1961,0,1,7,27,6
195.83,51072.28,0,0,9,332.55,2,157,3907.0,0.6396,0,0,6,30,19
154.64,62937.65,0,1,2,85.67,1,191,942.36,0.8677,1,1,8,11,20
11.65,74961.69,1,0,5,408.92,2,17,536.14,0.7501,0,0,7,29,15
200.49,15621.26,0,0,2,184.91,2,2,427.7,0.5507,0,0,11,30,5
262.83,83471.66,0,0,3,234.45,1,164,3916.16,0.6635,0,0,7,23,13
54.84,86859.42,0,0,5,430.3,0,172,1510.39,0.7885,0,0,10,5,1
69.55,65326.97,0,0,1,183.21,1,14,2421.09,0.4855,1,0,12,21,6
156.42,93484.67,0,0,13,192.83,1,151,2306.15,0.2305,0,0,5,24,2
56.72,77968.04,0,0,6,350.34,1,106,2247.72,0.9248,0,1,12,21,9
209.81,75957.63,1,0,8,461.98,3,7,1756.4,0.6215,0,0,5,2,0
27.94,16420.58,0,1,12,289.62,2,138,4105.91,0.4558,0,0,12,11,12
16.27,46433.35,0,1,9,421.66,1,120,2202.37,0.1553,0,0,11,16,9
136.42,89648.32,0,0,2,113.35,0,215,4983.44,0.881,0,1,12,24,22
144.87,20215.89,0,1,2,24.02,4,19,3513.9,0.142,0,1,10,10,17
2.93,82756.06,1,0,12,364.64,2,66,1649.31,0.6542,0,0,5,11,8
132.83,31744.1,0,1,1,479.1,4,209,260.7,0.2705,0,1,7,6,18
46.04,16033.09,0,0,10,425.81,0,213,2349.07,0.4755,1,0,11,14,0
51.53,22361.99,0,0,14,286.37,3,110,2527.09,0.1323,0,0,7,19,13
4.03,3828.21,0,0,5,162.3,2,17,4451.2,0.8345,0,0,2,26,11
9.36,60617.91,1,0,14,131.14,3,81,1556.25,0.1921,0,0,7,30,0
26.63,71534.31,0,0,11,103.77,3,147,99.43,0.7342,0,0,7,9,1
46.8,30586.07,0,0,10,305.19,1,147,2231.0,0.6546,0,0,3,19,20
72.02,49488.79,0,0,1,147.35,4,77,3365.27,0.54,1,1,3,31,10
116.24,17606.98,0,0,8,461.75,4,237,1353.78,0.6177,0,1,10,4,10
46.84,53556.08,0,0,9,145.99,4,40,4736.91,0.7318,1,1,3,22,22
60.58,51505.22,0,1,12,341.38,3,27,1343.54,0.2134,0,0,6,12,21
135.54,16264.31,0,0,13,430.57,4,148,1175.84,0.1793,1,1,9,26,20
48.45,37924.47,0,0,6,282.4,4,37,285.69,0.1847,0,1,5,28,13
32.86,65179.31,0,0,5,486.48,4,215,1053.43,0.8236,0,1,8,22,11
173.47,41852.41,0,0,11,200.44,1,220,1786.14,0.5121,0,0,9,21,14
111.06,16137.13,0,0,10,374.87,0,67,4095.85,0.8416,0,0,7,14,6
6.93,17670.09,0,0,14,53.6,4,112,3441.47,0.3622,0,1,11,16,23
163.25,50905.95,0,0,12,215.79,3,167,2853.08,0.405,0,0,12,18,6
414.42,70043.22,0,0,5,329.25,3,231,3329.12,0.214,0,0,11,14,4
20.65,14820.67,0,0,6,342.45,3,94,1219.75,0.0308,0,0,6,23,22
29.63,45045.12,0,0,7,120.68,0,101,1194.73,0.0512,0,0,11,8,2
122.03,65118.57,0,0,12,284.6,4,78,3160.29,0.9734,1,1,4,29,7
64.65,94079.62,0,0,7,488.47,3,178,164.46,0.3007,1,0,12,28,23
5.21,6515.35,0,0,5,339.96,2,214,1233.52,0.5756,0,0,9,12,3
8.63,40499.53,0,1,11,190.77,1,185,2234.11,0.6296,1,0,3,18,15
319.08,58515.45,0,1,8,380.2,3,150,1713.03,0.6606,0,0,9,10,1
89.31,72435.47,0,0,1,83.05,3,9,2022.52,0.848,0,0,12,26,4
4.43,12868.02,0,0,14,402.03,0,97,4375.18,0.9347,0,1,12,13,12
73.36,17023.86,0,0,6,452.57,3,68,4539.17,0.8886,1,1,8,17,0
336.21,42599.37,0,0,8,196.54,1,91,1649.61,0.3174,0,0,7,31,20
39.45,853.38,0,0,2,54.76,1,176,4686.4,0.2614,0,0,3,21,2
388.25,38911.55,0,1,11,467.73,2,18,2912.12,0.8346,0,0,2,12,16
125.94,10425.73,0,0,10,274.34,3,8,4761.35,0.0484,0,0,7,10,2
92.44,92095.37,0,1,4,337.6,4,134,2154.98,0.8967,0,1,11,9,17
90.65,90935.46,0,0,5,278.31,4,100,1775.19,0.3038,0,1,6,2,3
46.86,95318.16,0,0,10,161.46,3,73,128.32,0.1988,0,0,1,2,5
275.88,14738.96,0,0,5,79.11,2,118,169.02,0.1287,0,0,12,26,6
50.07,36448.67,0,0,12,43.19,1,102,4007.57,0.642,0,0,9,25,7
62.07,9772.4,0,0,14,37.34,1,195,766.34,0.3077,0,0,3,9,19
56.0,70289.13,0,0,13,107.68,0,101,3599.09,0.2406,0,0,2,12,23
436.19,3259.62,0,0,12,191.62,2,57,4011.12,0.8687,0,1,4,3,18
114.96,23141.86,0,0,1,426.85,2,43,3051.65,0.8681,0,1,4,29,20
108.97,29576.56,0,0,4,246.9,0,136,427.88,0.7666,0,0,9,11,16
39.81,49460.8,0,0,1,498.0,0,70,3053.6,0.7046,0,0,8,11,10
6.51,57855.62,0,0,14,452.17,4,154,3072.27,0.6346,0,1,10,18,23
137.8,2975.36,0,0,14,43.88,2,97,4923.05,0.8738,0,1,7,11,15
188.13,44503.0,0,1,11,433.52,1,226,4896.11,0.3917,0,0,2,10,23
265.12,91472.8,0,0,8,229.75,3,171,3944.13,0.8609,0,1,8,1,1
37.52,95383.96,0,0,7,354.66,4,64,741.56,0.9078,0,1,8,10,10
11.59,23299.39,0,0,2,487.73,0,59,3818.83,0.4348,1,0,2,24,13
94.38,36062.44,0,0,14,335.86,0,171,2830.22,0.7172,0,0,10,17,0
65.93,48627.12,0,0,7,342.2,4,52,1639.45,0.4802,0,1,6,20,21
95.14,56399.98,1,1,11,250.89,3,172,4377.98,0.8085,1,0,6,13,6
71.07,98299.27,0,0,12,17.75,3,114,2238.19,0.6,0,0,10,7,15
439.68,87033.99,0,0,12,18.09,2,169,1430.21,0.2881,0,0,8,4,10
38.59,2745.86,0,0,7,107.74,2,152,64.15,0.3387,0,0,3,1,1
19.97,11236.18,1,0,11,321.36,4,169,4999.37,0.7276,1,1,2,1,21
24.02,18599.45,0,0,13,162.17,2,79,3621.14,0.8942,0,1,4,27,3
7.73,54102.04,0,0,13,134.96,3,170,2971.96,0.7199,0,0,8,30,4
97.58,63747.43,0,0,11,454.34,2,153,2268.89,0.3697,0,0,10,5,5
347.63,83825.49,0,0,12,298.34,2,53,2942.78,0.4022,1,0,3,12,4
0.37,2856.89,0,0,1,48.69,2,9,3735.8,0.3461,1,0,6,21,21
213.29,69642.11,0,0,11,294.22,4,123,4583.14,0.2356,0,1,5,6,4
5.14,91424.73,0,0,3,36.07,3,13,3261.03,0.8509,0,1,1,13,16
94.78,71900.21,0,0,5,438.78,1,164,3607.41,0.2379,0,0,10,20,16
231.37,38014.27,0,0,13,379.31,1,117,3728.95,0.5865,0,0,10,22,22
191.22,73502.96,0,0,6,384.78,1,188,4802.86,0.1739,0,0,10,15,14
168.41,36626.82,0,0,7,341.51,0,39,2862.22,0.186,1,0,9,6,6
17.31,69005.1,0,0,1,263.17,4,159,1367.64,0.1046,0,1,9,29,12
79.01,30632.91,0,1,4,263.01,4,75,428.43,0.8236,1,1,11,6,4
47.09,78603.61,0,1,2,306.21,3,120,2577.14,0.5877,0,0,8,17,1
4.0,30165.48,0,0,5,431.09,4,237,3754.18,0.6556,0,1,8,6,8
217.57,58008.15,0,0,3,57.99,2,133,3892.22,0.0923,0,0,2,13,12
97.39,7368.46,0,0,8,406.83,1,138,4376.24,0.9133,0,1,1,17,4
99.07,12831.71,0,1,8,375.49,1,167,2986.84,0.1832,0,0,6,4,18
27.24,86949.57,0,1,1,403.68,4,142,2320.53,0.1859,0,1,9,11,20
103.41,52883.48,0,0,9,199.06,4,160,2000.24,0.878,0,1,11,5,21
3.53,26348.14,0,0,7,314.93,4,136,1237.23,0.8616,0,1,10,31,3
113.45,85666.06,0,1,4,120.74,2,199,2527.49,0.9261,0,1,8,15,14
41.39,51685.27,0,0,2,361.39,1,99,126.69,0.8598,1,1,4,25,4
18.75,37659.56,0,0,3,245.19,4,191,4194.16,0.5258,0,1,10,25,2
48.78,57872.78,0,0,13,82.38,2,206,2060.99,0.3306,0,0,8,12,3
87.12,72445.38,0,0,10,250.45,0,93,3136.1,0.6743,0,0,3,9,1
190.12,53190.82,0,0,9,65.2,3,30,3046.77,0.6401,1,0,9,3,22
13.31,67516.11,0,0,8,105.51,1,89,3806.52,0.765,0,0,12,16,14
58.03,54882.1,0,0,12,270.84,2,68,596.5,0.9728,1,1,9,19,14
125.95,51004.68,0,0,6,270.17,1,110,4366.4,0.96,0,1,2,21,4
94.51,86260.81,0,0,11,356.6,1,194,3974.07,0.8993,0,1,1,12,15
58.28,39932.59,0,0,6,189.15,3,54,1302.69,0.4002,0,0,1,12,18
126.61,39348.3,0,0,5,433.24,2,224,2612.68,0.6969,1,0,6,19,6
56.22,24158.88,0,0,9,66.82,2,73,4155.59,0.2159,0,0,1,23,20
214.17,30583.15,0,0,4,187.93,4,127,4833.07,0.8436,0,1,2,15,23
49.44,5450.79,0,1,2,244.52,0,234,33.44,0.9668,0,1,11,24,10
123.15,25045.5,1,0,14,24.29,0,147,3342.92,0.2903,1,0,5,27,7
61.56,3245.1,0,0,11,402.63,3,175,3750.78,0.6036,1,0,10,23,14
